study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se_reported,c_se_analysis,c_se_derivation,c_se_source,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se_reported,ex_se_analysis,ex_se_derivation,ex_se_source,ex_median,ex_q1,ex_q3,stat_comment,general_comment
abramova_2020_genpath,es130,ex023,con019,out061,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,The loudness was inferred using,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,Yes,Negative,,51.375,16.8263,8,,5.948995,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,56.2632,26.4614,19,,6.070662,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es131,ex024,con020,out061,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),squares crossed,Sections crossed,Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,Yes,Negative,,65.5,17.0042,8,,6.011893,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,59.625,19.4418,16,,4.86045,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es132,ex023,con019,out062,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,Yes,Negative,,23.625,6.7387,8,,2.38249,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,23.5789,11.057,19,,2.53665,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es133,ex024,con020,out062,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,Yes,Negative,,28.125,6.4683,8,,2.286889,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,28.1875,8.9086,16,,2.22715,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es134,ex023,con019,out063,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,Yes,Negative,,1.875,2.997,8,,1.0596,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,1.8421,1.4245,19,,0.326803,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es135,ex024,con020,out063,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,Yes,Negative,,2.75,1.8323,8,,0.647816,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,1.25,0.9309,16,,0.232725,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es136,ex023,con019,out064,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,raw data,abramova_2020_genpath,KO-m-grt,US-m-g1-grt,KO_US_m_grt,No,Positive,,12.5038,11.0261,8,,3.898315,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,33.2405,19.9724,19,,4.581983,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es137,ex024,con020,out064,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,raw data,abramova_2020_genpath,CO-f-grt,US-f-g1-grt,CO_US_f_grt,No,Positive,,13.8713,13.5053,8,,4.774845,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,17.125,12.2961,16,,3.074025,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es138,ex023,con019,out065,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,raw data,abramova_2020_genpath,KO-m-fr,US-m-fr,KO_US_m_fr,No,Positive,,9.4775,15.5527,8,,5.49871,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,33.2316,43.7813,19,,10.044119,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es139,ex024,con020,out065,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,raw data,abramova_2020_genpath,CO-f-fr,US-f-g1-fr,CO_US_f_fr,No,Positive,,8.2563,21.4515,8,,7.584251,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,32.7925,28.6499,16,,7.162475,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es140,ex023,con019,out066,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1-grf,KO_US_m_grf,No,Positive,,4.625,3.7009,8,,1.308466,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,4.2105,2.1751,19,,0.499002,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es141,ex024,con020,out066,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1-grf,KO_US_f_grf,No,Positive,,2.875,1.8077,8,,0.639118,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,3,1.3663,16,,0.341575,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es142,ex023,con019,out067,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1,KO_US_m_d,No,Positive,,282.218,17.0866,20,,3.82068,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,253.7111,39.4675,19,,9.054465,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
abramova_2020_genpath,es143,ex024,con020,out067,No,Corrected derived value,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Only one assay,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1,CO_US_f_d,No,Positive,,270.4478,23.5988,18,,5.562291,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,242.4406,43.8737,16,,10.968425,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",,,,Extracted all from raw data,Data  provided by Abramova on request
